ID,Solutionlist,Savedsolutions,Savedobjectives,parametername,parameterbounds,objectivebounds,objectivename,parameter_timestamp,objective_timestamp,prolific_ID,saved_timestamp,objectiveminmax,ismanual,taskdescription,chosen_solution,start_timestamp,tutorial,randomizerstatus,pass,tutorial_timestamp
84,"""2230,9,1615,5,1880,8,2275,7,2417,8,1803,6,2500,6,2020,6,2070,6,2120,6,2500,5,2372,6,2500,7,2181,8""","""2230,9,1615,5,1880,8,2275,7,2417,8,1803,6,2020,6,2070,6,2120,6,2372,6,2500,7""","""8,12,8.5,8,10,6,7,7,11,9,9,8,8,12,9.5,9,6,14,9.8,9.2,10,8.2,8,8,12,11,9,9,11.5,11.8,9.2,9.1,10.8,12.5,9.3,9.2,9.5,13.2,9.2,9,12,14,9.5,9.8""","""Daily Caloric Intake,Macro-Nutrient Balance""","""1500,2500,5,10""","""5,15,5,15,7,10,7,10""","""Weight Loss/KG,Daily Cost/$,Energy Level/score (1-10),Satisfaction/score (1-10)""","""2024-09-18 23:36:30""","""2024-09-18 23:39:38""",66b0d089831edd1c2a5526d3,"""2024-09-19 00:22:44""","""minimize,minimize,maximize,maximize""",0,"""非manual""","""10""","""2024-09-18 23:19:11""","""1""",2,1,"""2024-09-18 23:24:26"""
85,"""""","""""","""""","""""","""""","""""","""""","""""","""""",667912a7bd6b1e92c5d5c373,"""""","""""",1,"""""","""""","""2024-09-18 23:35:00""","""2""",1,3,""""""
86,"""2,1831,1,13,9,602,5,7,6,1349,3,10,4,1077,3,2,4,1613,4,3,8,966,2,9,10,1708,4,5,1,854,2,14,2,1333,4,8,9,1229,2,4,8,1036,4,10,8,1037,4,10,6,677,5,5,10,544,2,8,4,693,5,4,1,906,4,12,9,708,3,2,10,755,1,12,2,1167,2,12,6,640,4,7,7,734,4,10,9,841,4,10,9,619,4,9,7,1246,4,11,7,500,4,9,7,890,4,10,9,1009,5,10""","""2,1831,1,13,9,602,5,7,6,1349,3,10,4,1077,3,2,4,1613,4,3,8,966,2,9,10,1708,4,5,1,854,2,14,2,1333,4,8,9,1229,2,4,8,1036,4,10,6,640,4,7,7,734,4,10,9,841,4,10,9,619,4,9,7,1246,4,11,7,500,4,9,7,890,4,10""","""75,3,5,6,61,7,8,7,59,7,7,8,68,4,6,2,81,4,8,2,65,8,7,6,77,6,9,4,56,5,8,4,64,7,4,5,63,6,8,3,62,9,9,8,53,7,8,6,55,9,8,7,59,9,10,7,53,8,9,6,64,8,8,8,51,7,6,6,54,9,8,7""","""Emotional State,Food intake/g,Vitamin intake/g,Jogging Distance/km""","""1,10,500,2000,1,5,1,15""","""50,90,1,10,1,10,1,10""","""Weight/kg,Halthiness,Happiness,Body Strength""","""2024-09-18 23:47:37""","""2024-09-18 23:48:39""",66d1df943ed08467e05c6a3a,"""2024-09-19 00:09:49""","""minimize,maximize,maximize,maximize""",0,"""""","""13""","""2024-09-18 23:33:14""","""2""",2,1,"""2024-09-18 23:29:20"""
87,"""1580,86,2434,116,2162,71,1226,126,1435,51,1962,146,2274,53,2209,57,2333,64,1876,62,2440,67,2462,53,1324,94,1594,63,1854,59,1261,77,2316,61,1426,81,2471,127,2024,139,2125,123,1285,130,1500,64,1605,97,1539,94,1812,131,1614,128,1341,112,2178,146,1756,109,1454,118,1896,147,1941,108,2154,127,1200,139,1200,150,2471,127,2406,132""","""1580,86,2434,116,2162,71,1226,126,1435,51,1962,146,2274,53,2154,127,1200,139,2471,127""","""1,2,1,2,0.9,2,0.9,2,1,2,1,2,1,2,1,2,0.8,1.9,1,2""","""Calories per day/kcal/day,Protein intake/grams/day""","""1200,2500,50,150""","""0.5,1,1.5,2.2""","""Weight loss/week,Muscle preservation/grams per kg of body weight""","""2024-09-18 23:48:27""","""2024-09-18 23:52:50""",66c64d1c143d20ed4b9812f9,"""2024-09-19 00:00:46""","""minimize,minimize""",0,"""""","""""","""2024-09-18 23:26:56""","""1""",1,1,"""2024-09-18 23:39:29"""
88,"""""","""""","""""","""""","""""","""""","""""","""""","""""",66951df2b018617eed738992,"""""","""""",1,"""""","""""","""2024-09-18 23:39:27""","""2""",2,3,""""""
89,"""""","""""","""""","""""","""""","""""","""""","""""","""""",66e45e04b33ea291752c032b,"""""","""""",1,"""""","""""","""2024-09-18 23:36:00""","""1""",1,0,"""2024-09-18 23:41:44"""
90,"""""","""""","""""","""""","""""","""""","""""","""""","""""",613ab0960ff3efd039adf1e0,"""""","""""",0,"""""","""""","""2024-09-18 23:43:33""","""2""",2,3,""""""
91,"""""","""""","""""","""""","""""","""""","""""","""""","""""",6661bf2ef4b2d0892ad7a007,"""""","""""",0,"""""","""""","""2024-09-18 23:39:41""","""1""",1,0,"""2024-09-18 23:49:55"""
92,"""""","""""","""""","""Daily caloric intake/kcal,Protein intake/g/day,Fat intake/g/day,Carbohydrate intake/g/day,Physical activity/hrs/week,Fiber intake/g/day""","""1000,2000,50,150,50,100,50,350,1,10,25,50""","""1000,1500,50,150,50,150,1,10""","""Minimize Caloric Intake for Weight Loss/kcal,Maximize protein intake/gr,Minimize carbohydrate intake/gr,Maximize activity/hrs""","""2024-09-19 00:01:10""","""2024-09-19 00:04:05""",66bb65000515c590edc28ac2,"""""","""minimize,maximize,minimize,maximize""",1,"""""","""""","""2024-09-18 23:44:41""","""1""",2,1,"""2024-09-18 23:51:00"""
93,"""""","""""","""""","""""","""""","""""","""""","""""","""""",665887d7a710c9086f86babf,"""""","""""",1,"""""","""""","""2024-09-18 23:46:29""","""1""",1,0,"""2024-09-18 23:55:18"""
94,"""""","""""","""""","""""","""""","""""","""""","""""","""""",669f9c74e9e820403ee681d6,"""""","""""",0,"""""","""""","""2024-09-18 23:47:06""","""1""",2,0,"""2024-09-18 23:48:50"""
95,"""""","""""","""""","""""","""""","""""","""""","""""","""""",6512fad9a46d5e342f93ee31,"""""","""""",1,"""""","""""","""2024-09-18 23:55:15""","""2""",1,3,""""""
96,"""1035,83,1789,145,1662,34,1208,195,1337,52,1486,160,2000,200,1683,200,1846,45,1424,41,1945,51,1965,25,914,100,1164,43,1404,37,856,69,1830,40,1008,75,1973,159,1913,160,800,20,1973,159,2000,159""","""1035,83,1789,145,1662,34,1208,195,1337,52,1486,160,2000,200,1973,159,1913,160,1973,159""","""15,4,5,5,7,3,11,6,7,12,5,5,7,6,7,9,7,4,3,9,1,5,8,1,4,8,2,5,9,2""","""Calories Intake/cal,Protein Intake/g""","""800,2000,20,200""","""2,20,1,10,1,10""","""Weight Loss/kg,Energy Levels,Health Risk""","""2024-09-19 00:13:57""","""2024-09-19 00:17:38""",667034ee17a62a216f169b12,"""2024-09-19 00:28:47""","""maximize,maximize,minimize""",0,"""""","""5""","""2024-09-19 00:06:40""","""2""",2,1,"""2024-09-19 00:01:03"""
97,"""29,41,52,81,34,21,121,68,37,38,5,6,65,59,30,112,14,58,90,50,15,3,25,43,64,40,44,47,51,24,47,51,25,129,12,1,118,36,34,57,41,46,41,53,53,116,8,46,135,3,18,31,10,12,38,54,56,51,22,20,18,36,26,93,52,54,103,42,28,76,66,1,33,54,29,121,70,15,3,37,25,73,32,32""","""29,41,52,81,34,21,121,68,37,38,5,6,65,59,30,112,14,58,90,50,15,3,25,43,47,51,24,129,12,1,118,36,34,57,41,46,31,10,12,3,37,25""","""10,70,8,65,3,30,10,10,7,55,4,35,3,30,7,40,7,50,1,10,2,25,9,65,15,10,12,15""","""Carbohydrates/gr,Fats/gr,Proteins/gr""","""0,135,0,70,0,60""","""1,30,1,100""","""Weight/kg,Healthy diet""","""""","""2024-09-19 01:29:28""",589cc7bd8bf22a00015b7b30,"""2024-09-19 01:45:44""","""minimize,maximize""",0,"""""","""0""","""""","""""",1,3,"""2024-09-19 01:20:09"""
98,"""""","""""","""""","""""","""""","""""","""""","""""","""""",66a10ee324798443ec5599d0,"""""","""""",1,"""""","""""","""2024-09-19 00:32:28""","""1""",2,0,"""2024-09-19 00:48:44"""
99,"""""","""""","""""","""""","""""","""""","""""","""""","""""",669a6c18c14445e4e6caa961,"""""","""""",1,"""""","""""","""""","""""",1,3,""""""
100,"""1982,7,1542,3,1379,10,1745,5,1609,8,1268,4,1200,6,1200,6,1616,2,1963,3,1276,5,1236,5,1710,4,1442,2,1237,3,1887,2,1982,8,1769,8,1200,3,1602,2,1976,1,1252,8,1212,8""","""1982,7,1542,3,1379,10,1745,5,1609,8,1268,4,1200,6,1276,5,1769,8,1252,8""","""1,4500,2,3000,6,4300,2,3800,3,4300,4,2300,5,3200,5,2800,2,4800,6,4300""","""Calories income/cal/day,Food quality""","""1200,2000,1,10""","""1,10,2000,5000""","""Weight loss/kg/month,Cost/pesos/month""","""""","""2024-09-19 01:13:12""",613bd3a683a2ac56a4119aa6,"""2024-09-19 01:24:32""","""maximize,minimize""",0,"""""","""7""","""2024-09-19 00:30:10""","""2""",2,1,"""2024-09-19 00:21:34"""
101,"""""","""""","""""","""""","""""","""""","""""","""""","""""",6695665d3b92f8bad67ed515,"""""","""""",0,"""""","""""","""""","""""",1,3,""""""
102,"""""","""""","""""","""""","""""","""""","""""","""""","""""",57d5ab3a722df500017f3622,"""""","""""",1,"""""","""""","""2024-09-19 00:07:43""","""1""",2,0,"""2024-09-19 00:11:21"""
103,"""2081,19,3098,9,2535,15,1518,5,1936,14,2883,8,1500,9,3243,7,2540,7,1500,9,1500,12,1500,11,1500,10""","""2081,19,3098,9,2535,15,1518,5,1936,14,2883,8,2540,7,1500,9,1500,12,1500,11""","""0.5,300,0.3,100,0.3,200,0.9,900,0.6,700,0.2,100,0.2,200,1,1000,1,1000,1,1000""","""Calory intake/kcal,Price/EURO""","""1500,3500,5,20""","""0.2,1,100,1000""","""KG lose/kg/week,Caloric deficit/kcal/day""","""2024-09-19 00:16:32""","""2024-09-19 00:17:08""",5eb2a99596070102a65d32c7,"""2024-09-19 00:20:09""","""maximize,maximize""",0,"""""","""7""","""2024-09-19 00:07:39""","""1""",1,1,"""2024-09-19 00:11:17"""
104,"""""","""""","""""","""""","""""","""""","""""","""""","""""",66aa5ddc882c2c10897fc25f,"""""","""""",1,"""""","""""","""2024-09-19 00:07:39""","""1""",2,0,"""2024-09-19 00:10:12"""
105,"""1,5,3,1,3,9,2,5,2,8,4,4,1,8,4,10,1,10,3,10,1,0,1,7""","""1,5,3,1,3,9,2,5,2,8,4,4,1,8,4,10,1,10,3,10,1,0""","""3,4,15,2,15,8,10,4,13,6,18,5,7,6,20,10,7,7,17,8,3,1""","""Number of dishes,Quality of products""","""1,4,0,10""","""1,20,0,10""","""Cost/$,Tastefulness""","""2024-09-19 00:24:45""","""2024-09-19 00:25:15""",66b093f0c1b703be1529d775,"""2024-09-19 00:31:53""","""minimize,maximize""",0,"""非manual""","""8""","""2024-09-19 00:08:24""","""1""",1,1,"""2024-09-19 00:13:25"""
106,"""1,3,0,0,0,2,1,1,1,2,0,1,0,1,0,1,0,1,1,0,1,3,1,2,0,3,1,2,0,3,0,3,0,3,0,3,1,2,0,2,1,2,0,2,0,1,1,2,0,2,1,1""","""1,3,0,0,0,2,1,1,1,2,0,1,0,1,0,1,1,2,0,3,0,3,0,3""","""3,90,5,22,2,99,3,50,4,10,2,2,4,99,4,90,3,22,2,33,1,4,1,1""","""Medication that increases weight gain,Getting tired by excercise""","""0,1,0,3""","""0,5,0,100""","""Losing weight faster,Mainteining the weight""","""2024-09-19 00:14:51""","""2024-09-19 00:15:22""",664c8166a7f70060beb205b3,"""2024-09-19 00:19:41""","""minimize,minimize""",0,"""fail comprehension check""","""""","""2024-09-19 00:12:33""","""2""",2,0,"""2024-09-19 00:12:10"""
107,"""""","""""","""""","""""","""""","""""","""""","""""","""""",60fdb1ecbdc5448a698557e3,"""""","""""",1,"""""","""""","""2024-09-19 00:09:05""","""1""",1,3,""""""
108,"""""","""""","""""","""""","""""","""""","""""","""""","""""",60dcdb32344741b83aac3e38,"""""","""""",0,"""""","""""","""2024-09-19 00:18:04""","""2""",2,3,""""""
109,"""""","""""","""""","""""","""""","""""","""""","""""","""""",5fdfd04b9bf07d83b2e5f780,"""""","""""",1,"""""","""""","""""","""""",1,3,""""""
110,"""""","""""","""""","""""","""""","""""","""""","""""","""""",5ddb84c67af661ad594e95d4,"""""","""""",0,"""""","""""","""2024-09-19 00:17:08""","""2""",2,3,""""""
111,"""""","""""","""""","""""","""""","""""","""""","""""","""""",614e2788b54c5ea48abfa7a3,"""""","""""",1,"""""","""""","""""","""""",1,3,""""""
112,"""3,4,6,6,10,2,4,9,5,3,8,10,1,4,1,5,9,2,1,5,6,2,1,5,10,3,1,5""","""3,4,6,6,10,2,4,9,5,3,8,10,1,4,9,2,6,2,10,3""","""2,3,5,4,10,5,8,4,6,3,10,5,2,2,6,3,7,3,10,5""","""Gain muscles mass/kg,Lose fat/kg""","""1,10,1,10""","""2,10,1,5""","""Cost per day/euros,Meals per day""","""2024-09-19 00:26:42""","""2024-09-19 00:27:54""",65cf6d8a589a67afcab54e6f,"""2024-09-19 00:32:34""","""minimize,minimize""",0,"""""","""""","""2024-09-19 00:20:11""","""1""",2,1,"""2024-09-19 00:24:38"""
113,"""""","""""","""""","""""","""""","""""","""""","""""","""""",607728dc0b4f8590b94ae57c,"""""","""""",1,"""""","""""","""2024-09-19 00:22:19""","""1""",1,0,""""""
114,"""59,2300,107,4451,184,292,42,2526,11,795,154,2979,79,3688,83,3906,151,4500,42,4500,99,2745,97,2962""","""59,2300,107,4451,184,292,42,2526,11,795,154,2979,79,3688,83,3906,151,4500,42,4500,99,2745""","""200,85,215,78,250,110,182,93,25,125,28,79,118,80,250,95,33,89,185,99,11,111""","""nutritional value,calories/kcal""","""10,200,150,4500""","""10,250,75,135""","""fitness,weight""","""2024-09-19 00:23:56""","""2024-09-19 00:26:18""",658058afd06d72b89e9f9529,"""2024-09-19 00:36:06""","""maximize,minimize""",0,"""""","""1""","""2024-09-19 00:10:00""","""1""",2,1,"""2024-09-19 00:16:34"""
115,"""""","""""","""""","""""","""""","""""","""""","""""","""""",669533c82c03a4d6320159d3,"""""","""""",0,"""""","""""","""2024-09-19 00:10:33""","""1""",1,0,"""2024-09-19 00:24:49"""
116,"""""","""""","""""","""Calories /kcal,Fats/grams,Water intake/liters,Exercise time/minutes,Fiber/grams""","""1400,2000,40,90,1.5,3.5,30,120,25,40""","""1500,2000,100,150,1.5,3.5,30,120,0.5,1""","""Total calorie intake/kcal,Nutritional balance/% of daily intake ,Hydration water intake/ liters,Exercise duration /minutes,weight loss rate /kg""","""""","""2024-09-19 01:20:53""",664a4e8fb8a92bf4b389e8fd,"""""","""maximize,minimize,maximize,maximize,maximize""",1,"""""","""""","""2024-09-19 00:25:05""","""2""",2,3,""""""
117,"""52,32,34,25,32,29,63,22,67,30,24,22,48,20,54,25,25,27,32,22,30,23,64,22,46,22,35,22,52,25,54,24,52,24""","""52,32,34,25,32,29,63,22,67,30,24,22,48,20,32,22,52,25,54,24""","""2,0.5,2.5,0.1,3,0,2,0.3,1,1,3,0,1,1,1,0.22,1,0.9,3,0.1""","""Fiber/%,Fat/%""","""20,70,20,35""","""1,3,0,1""","""Live longer/years,Weight gain/Kg""","""""","""2024-09-19 01:14:31""",60292aabf20c7d2af65541a7,"""2024-09-19 01:28:33""","""minimize,minimize""",0,"""""","""2""","""2024-09-19 00:57:21""","""2""",1,3,"""2024-09-19 01:55:12"""
118,"""1910,75,1743,78,1664,70,1883,77,1833,72,1614,75,1656,80,1934,70,1743,74,1752,72,1738,73,1949,71""","""1910,75,1743,78,1664,70,1883,77,1833,72,1614,75,1656,80,1934,70,1743,74,1752,72""","""20,14,18,15,15,7,20,10,15,10,15,10,18,10,20,14,15,20,12,10""","""daily calorie intake,ideal weight(according to BMI)/Kilogramms""","""1600,2000,70,80""","""10,40,7,60""","""food cost/EUR,food lifespan/days""","""2024-09-19 00:33:22""","""2024-09-19 00:37:58""",660f0bec13b0a3246eeef533,"""2024-09-19 00:43:22""","""minimize,maximize""",0,"""非manual""","""9""","""2024-09-19 00:24:34""","""2""",2,1,"""2024-09-19 00:25:07"""
119,"""""","""""","""""","""""","""""","""""","""""","""""","""""",5dea9fb3cb53ca1cda9f6116,"""""","""""",0,"""""","""""","""2024-09-19 00:20:47""","""1""",1,3,""""""
120,"""1761,27,2024,31,2203,23,1588,33,1651,20,2358,31,1500,25,1891,27,1500,20,1933,30,1500,22,1500,20""","""1761,27,2024,31,2203,23,1588,33,1651,20,2358,31,1500,25,1891,27,1500,20,1933,30,1500,22""","""5,0.7,4,0.9,7,0.8,9,0.6,7,0.6,5,0.9,8,0.6,6,0.7,6,0.5,8,0.9,6,0.6""","""Daily caloric intake/kcal,Fiber intake/grams""","""1500,2400,20,35""","""3,10,0.5,1""","""Lose weight/kilograms,Reduce body fat/grams""","""""","""2024-09-19 01:01:22""",65f2f5ae1f9747ed36bd7226,"""2024-09-19 01:10:25""","""minimize,minimize""",0,"""非manual""","""1""","""2024-09-19 00:23:39""","""2""",2,1,"""2024-09-19 00:46:42"""
121,"""2070,4,1211,5,1616,3,2463,6,2268,4,1825,5,1432,5,1388,6,1505,6,1471,5,1200,4,1200,5,1200,6,1200,6""","""2070,4,1211,5,1616,3,2463,6,2268,4,1825,5,1432,5,1388,6,1505,6,1471,5,1200,4,1200,5,1200,6""","""2,11,8,9,6,10,2,11,3,12,5,9,7,8,7,8,7,8,8,9,8,9,8,8,8,8""","""Daily calories/kcal,Meal frequency/times/day""","""1200,2500,3,6""","""2,8,8,13""","""Weight loss/kg,Body fat/%""","""""","""2024-09-19 01:04:21""",6604b1a8441e527fc9590694,"""2024-09-19 01:08:26""","""maximize,minimize""",0,"""非manual""","""12""","""""","""""",1,1,"""2024-09-19 00:41:31"""
122,"""2088,103,1544,56,1923,133,2443,83,2351,146,1769,94,2500,109,2500,58,2500,150,2500,139,2500,90""","""2088,103,1544,56,1923,133,2443,83,2351,146,1769,94,2500,109,2500,58,2500,150,2500,139""","""1,8,1.3,6,1,8,0.6,9,0.8,9,1.2,7,0.5,8,0.6,7,0.5,9,0.6,8""","""Caloric Intake/kcal/day,Protein intake/g/day""","""1500,2500,50,150""","""0.5,1.5,6,10""","""Weight loss/kg/week,Energy level""","""2024-09-19 00:19:21""","""2024-09-19 00:21:31""",66cb72998d3a6ce089cea00b,"""2024-09-19 00:28:11""","""minimize,maximize""",0,"""""","""""","""2024-09-19 00:14:51""","""1""",2,1,"""2024-09-19 00:16:11"""
123,"""""","""""","""""","""""","""""","""""","""""","""""","""""",6062450c1bb2c6f42298bda8,"""""","""""",1,"""""","""""","""2024-09-19 00:16:16""","""1""",1,3,"""2024-09-19 00:23:50"""
124,"""2046,2141,4,2066,2154,3,2095,2107,5,2017,2194,4,2005,2123,3,2083,2185,4,2056,2125,4,2032,2163,5,2063,2144,5,2035,2173,4,2037,2172,4,2039,2171,4,2065,2138,5,2069,2137,5,2068,2135,5,2065,2175,5""","""2046,2141,4,2066,2154,3,2095,2107,5,2017,2194,4,2005,2123,3,2083,2185,4,2056,2125,4,2032,2163,5,2035,2173,4,2037,2172,4,2039,2171,4,2065,2138,5,2069,2137,5,2068,2135,5""","""8,7,9,7,6,8,7,9,7,6,7,9,9,8""","""food intake/calories,fat burn/calories,rest/days""","""2000,2100,2100,2200,3,5""","""5,10""","""losing weight/kg""","""""","""2024-09-19 01:01:56""",6698d065dcd67378bbe90125,"""2024-09-19 01:15:37""","""maximize""",0,"""""","""7""","""2024-09-19 00:29:12""","""2""",2,3,""""""
125,"""""","""""","""""","""""","""""","""""","""""","""""","""""",66a250d0304f0748a8d0416f,"""""","""""",1,"""""","""""","""2024-09-19 00:20:24""","""1""",1,0,"""2024-09-19 00:28:32"""
126,"""1206,50,2340,53,2153,45,1658,58,1742,40,1908,57,1200,60,2316,42,1200,60,1652,55,1426,46,1361,47,1296,48,1239,49,1200,50""","""1206,50,2340,53,2153,45,1658,58,1742,40,1908,57,2316,42,1426,46,1361,47,1296,48,1239,49""","""65,70,80,80,72,75,70,77,68,72,77,78,74,80,68,72,66,73,65,68,66,72""","""Daily Caloric Intake/kcal/day,Carbohydrate Ratio/%""","""1200,2500,40,60""","""50,100,50,100""","""Body Weight/kg,Nutritional Adequacy/Nutrient Score""","""2024-09-19 00:35:15""","""2024-09-19 00:36:55""",66daf1642fab82cb5a1df01b,"""2024-09-19 01:15:07""","""minimize,maximize""",0,"""""","""6""","""2024-09-19 00:31:31""","""2""",2,1,"""2024-09-19 00:32:28"""
127,"""""","""""","""""","""""","""""","""""","""""","""""","""""",5d9ca4eff93dba0013e68c11,"""""","""""",1,"""""","""""","""2024-09-19 00:34:21""","""1""",1,3,""""""
128,"""""","""""","""""","""""","""""","""""","""""","""""","""""",66d32875074b0a94707bd571,"""""","""""",0,"""""","""""","""2024-09-19 00:34:41""","""1""",2,3,"""2024-09-19 00:39:02"""
129,"""""","""""","""""","""""","""""","""""","""""","""""","""""",66a77194a5a4f1e215166fd5,"""""","""""",1,"""""","""""","""2024-09-19 00:39:57""","""1""",1,3,""""""
130,"""1658,2,2428,5,1977,3,1766,4,1925,4,2126,5,1400,6,2500,2,2359,3,1683,6,1553,6,2283,4,1581,5""","""1658,2,2428,5,1977,3,1766,4,1925,4,2126,5,1400,6,2359,3,1683,6,2283,4""","""1.8,9,0.2,2,1,5,1.2,6,0.8,4,0.4,2,2,9,0.3,2,1.2,6,0.4,3""","""Daily Caloric Intake/kcal,Meal frequency""","""1400,2500,2,6""","""0.2,2,1,10""","""Weight loss/kg per week,Energy loss""","""""","""2024-09-19 01:13:08""",5e8a5a892f6f027054a83d88,"""2024-09-19 01:17:22""","""maximize,minimize""",0,"""""","""4""","""2024-09-19 01:22:09""","""2""",2,3,"""2024-09-19 01:05:59"""
131,"""12,9,20,4,16,7,14,6,13,8,16,5,14,4,14,4,16,4,13,4,19,4,19,4,19,4""","""12,9,20,4,16,7,14,6,13,8,16,5,14,4,14,4,16,4,19,4,19,4""","""14,350,17,200,14,390,12,360,11,420,14,100,12,100,12,100,14,100,17,100,18,100""","""weight loss diet /kgs,healthy food diet ""","""10,20,3,10""","""10,20,100,500""","""weight loss diet /kgs,healthy food cost /rands""","""""","""2024-09-19 00:59:50""",65956ab743aa1e8fe002ba3b,"""2024-09-19 01:07:26""","""minimize,minimize""",0,"""""","""7""","""2024-09-19 00:50:29""","""2""",1,3,""""""
132,"""""","""""","""""","""dasfaf,sdfas,sdafsd""","""22,222222,22,222,22,2222""","""2,222,22,222""","""dasdf,sdafsd""","""""","""2024-09-19 15:34:27""",602ac5449070c1148b6201d4,"""""","""minimize,minimize""",1,"""""","""""","""2024-09-19 15:33:31""","""1""",2,3,"""2024-09-19 15:33:49"""
133,"""""","""""","""""","""""","""""","""""","""""","""""","""""",664f19dd49df83722ff540ec,"""""","""""",1,"""""","""""","""2024-09-19 01:03:31""","""2""",1,0,"""2024-09-19 01:03:04"""
134,"""89,11,30,54,14,28,55,83,73,39,9,96,46,20,34,24,54,30,100,100,100,68""","""89,11,30,54,14,28,55,83,73,39,9,96,46,20,34,24,54,30,100,100""","""10,25,10,75,3,90,10,40,8,30,10,90,6,50,4,70,6,50,10,0""","""reducing calories by eating only low calories food/percentage,reducing amount of food eaten (not altering the type of food)/percentage""","""0,100,0,100""","""0,10,0,100""","""lose weight/kg,keep a balanced diet/percentage""","""""","""2024-09-19 01:04:01""",5daae19f8a06b60016d1bc32,"""2024-09-19 01:19:38""","""minimize,minimize""",0,"""""","""7""","""2024-09-19 00:50:30""","""2""",2,3,""""""
135,"""4,9,13,17,17,4,8,23,9,6,19,29,3,4,6,6,5,5,4,4,1,10,20,30,2,8""","""4,9,13,17,17,4,8,23,9,6,19,29,3,4,6,6,5,5,4,4,1,10,20,30""","""19,5,29,10,29,10,29,10,29,5,29,5,29,5,29,5,29,5,29,5,29,5,29,5""","""Diet plan/kg,Weight loss/kg""","""1,20,1,30""","""1,30,5,10""","""diet cost/uero,exercise durability/years""","""""","""2024-09-19 01:26:56""",66dff80703db0e2c9b900f52,"""2024-09-19 01:37:57""","""minimize,minimize""",0,"""非manual""","""""","""2024-09-19 01:11:42""","""1""",1,3,"""2024-09-19 01:13:35"""
136,"""""","""""","""""","""""","""""","""""","""""","""""","""""",66a49eee8c8a7fc5a021a7d7,"""""","""""",0,"""""","""""","""2024-09-19 00:53:26""","""1""",2,0,"""2024-09-19 01:12:31"""
137,"""2110,4,1499,6,1665,2,2269,5,2478,3,1781,6,1660,5,1624,5,2333,3,1499,5,1476,5,1411,5,1370,5""","""2110,4,1499,6,1665,2,2269,5,2478,3,1781,6,1660,5,2333,3,1499,5,1476,5,1411,5""","""1800,0.18,1600,0.2,1700,0.19,1850,0.13,1900,0.12,1650,0.22,1550,0.13,1850,0.2,1600,0.24,1555,0.27,1550,0.26""","""Calories intake/kcal/day,Exercise/days""","""1200,2500,2,7""","""1500,2000,0.1,0.29""","""Increase energy level/1200,weight loss/pounds""","""""","""2024-09-19 01:51:59""",66539487195bfe168f78bcc1,"""2024-09-19 02:04:32""","""minimize,maximize""",0,"""""","""9""","""2024-09-19 01:16:21""","""2""",1,3,""""""
138,"""""","""""","""""","""""","""""","""""","""""","""""","""""",66b7c5753ec43b76371aec24,"""""","""""",1,"""""","""""","""2024-09-19 00:52:51""","""1""",2,0,"""2024-09-19 00:57:43"""
139,"""""","""""","""""","""""","""""","""""","""""","""""","""""",asdfasgasdf,"""""","""""",0,"""""","""""","""2024-09-19 00:56:18""","""1""",1,3,"""2024-09-19 00:56:42"""
140,"""""","""""","""""","""""","""""","""""","""""","""""","""""",unzsvzxcv,"""""","""""",1,"""""","""""","""2024-09-19 01:03:04""","""1""",2,3,""""""
141,"""13,2,1700,1,7,10,1800,3,9,4,1606,2,10,7,1893,4,12,5,1818,3,8,6,1683,2,5,2,1974,3,14,8,1527,1,15,4,1967,2,6,7,1535,3,15,9,1500,2,15,9,1500,2,15,9,1500,2,9,7,1519,1,13,5,1541,1,12,3,1533,1,10,2,1997,2,15,1,1579,2,8,2,1981,2,5,3,1865,3,12,3,1541,1,11,6,1559,2,14,5,1551,2,9,6,1576,2""","""13,2,1700,1,7,10,1800,3,9,4,1606,2,10,7,1893,4,12,5,1818,3,8,6,1683,2,5,2,1974,3,14,8,1527,1,15,4,1967,2,6,7,1535,3,15,9,1500,2,15,9,1500,2,15,9,1500,2,9,7,1519,1,13,5,1541,1,5,3,1865,3,12,3,1541,1,11,6,1559,2,14,5,1551,2""","""100,5,150,7,60,2,75,4,175,10,200,13,90,5,110,3,140,8,60,2,100,4,45,1,55,2,105,3,120,1,80,2,55,1,115,1,70,3""","""Lose meaningful weight/Kilograms,Include only healthy food choices,Daily calorie intake/Gramms,Allocated period of time for diet/Month(s)""","""5,15,1,10,1500,2000,1,4""","""1,200,1,13""","""Financial Cost/EUR,Cheat Meals/gramms""","""""","""2024-09-19 01:30:06""",64a04af937cdd2f3dea6879f,"""2024-09-19 01:41:50""","""maximize,minimize""",0,"""""","""14""","""2024-09-19 01:11:12""","""2""",1,3,""""""
